Pc_thy,averages
5e-324,0.811730394
-3.219381239002946e-18,0.835226668
-0.03187487918181775,0.858722942
-0.04411229513636311,0.8585861724999999
-0.029968296181817733,0.834816359
-0.0185726681363632,0.8110465455
-0.017997690181817773,0.8008457529999999
-0.03374010413636324,0.8042139815
-0.046734147181817835,0.80758221
-0.04875376663636336,0.797227644
-0.034302221181818,0.773150284
-0.02259904663636355,0.749072924
-0.011029273181818145,0.7278773359999999
-0.005089642636363641,0.70956352
0.0035983588181816776,0.691249704
0.012836723363636277,0.6696371539999999
0.028122193318181544,0.6447258695
0.04065929236363592,0.6198145850000001
0.050090284818181396,0.600757778
0.050918429863636025,0.5875554475
0.054494945818181366,0.574353117
0.047556796363635995,0.5689170809999999
0.03560072431818127,0.5712473385000001
0.020896281363635878,0.573577596
0.006353412749999941,0.5796930445
0.009687633000000048,0.5895936835
0.008552134749999971,0.5994943225
0.007628016000000007,0.6136533005
-0.002024160249999931,0.6320706174999999
-0.007206618000000057,0.6504879345000001
-0.01288138724999997,0.6649278445
-0.010109031,0.6753903475
-0.025597291166666664,0.6858528505
-0.025263898499999986,0.6729521525
0.001567305333333253,0.6366882540000001
0.025263898499999996,0.6004243555
0.02402998583333339,0.5922255734999999
0.007579193333333364,0.612091909
0.0012512272499999324,0.6319582445
-0.00507673866666669,0.646747841
-0.0012512272499999395,0.6564606989999999
-0.0025024546666666692,0.666173557
-2.9487287198657073e-18,0.6674606695
-6.497394993001271e-19,0.660322037
1.6621812595882501e-18,0.6531834045
1.29879402760634e-18,0.647152975
1.0443128386273288e-19,0.642230749
8.373296463397401e-22,0.637308523
2.7903362917033766e-19,0.63052697
2.2372939567868652e-21,0.6218860895
7.455597913591229e-19,0.613245209
5.977913562399549e-21,0.6094947655
2.573640159319518e-19,0.6106347585
1.5972621948474388e-20,0.6117747515
6.876578733811691e-19,0.6070033415
4.2677875691024086e-20,0.5963205285
-3.3667842598728358e-18,0.5856377155
1.140326916498859e-19,0.576571741
1.41251410047934e-18,0.5691226045
3.046884258954867e-19,0.561673468
3.046904571558963e-19,0.55571549
8.141089676221679e-19,0.5512486695000001
2.1151570020035502e-18,0.546781849
0.012657691583333177,0.5431984860000001
0.027398125166666565,0.5404985805
0.040057502583333265,0.537798675
0.04067222666666653,0.549224479
0.02508018408333322,0.5747759935000001
0.011569197666666633,0.600327508
-0.005923571916666565,0.6277797494999999
-0.02323601283333331,0.6571327185
-0.0426295099166666,0.6864856875
-0.04324423383333325,0.6991409395
-0.02924229641666652,0.695098474
-0.01315930283333317,0.6910560084999999
5.455120201581451e-18,0.6837007625
3.246473617092399e-18,0.673032736
3.3160208346613557e-18,0.6623647095
7.484641181848021e-22,0.6547758459999999
2.5602167993192175e-20,0.6502661465
1.9998474334368206e-21,0.645756447
6.840701136729016e-20,0.6390680449999999
5.343462244705457e-21,0.6302009405
1.8277823992869766e-19,0.621333836
1.4277383506010744e-20,0.6223023125
4.883693107377782e-19,0.63310637
3.8148239931960405e-20,0.6439104275
-2.1645619516331095e-18,0.6509529515
1.0192961541577883e-19,0.6542339425
-2.314114175310528e-18,0.6575149335
2.7234930149789176e-19,0.660671723
7.55727961315385e-19,0.6637043115
7.276996162898904e-19,0.6667369000000001
-0.001278211500000023,0.662114088
1.7863157002008665e-18,0.6498358765000001
0.001278211500000024,0.637557665
-1.1405666997685429e-18,0.631854004
1.3691878636583108e-18,0.6327248935
8.933714300209983e-21,0.6335957830000001
4.0577418705697143e-19,0.635336823
0.005175098714285726,0.6379480129999999
0.014041528499999924,0.640559203
0.017528038214285648,0.6475950735
0.01754510699999986,0.6590556245000001
0.01660693621428569,0.6705161755
0.011594580999999974,0.6870061505
0.0005975617142856334,0.7085255500000001
-0.009444217999999966,0.7300449495
-0.016423168285714256,0.74754628
-0.018428810999999934,0.7610295425
-0.021389693285714197,0.774512805
-0.01530818749999985,0.7799089189999999
-0.0020947732857142243,0.777217885
0.01087639009999992,0.7745268510000001
0.014491387375000032,0.7821600719999999
0.007285693099999985,0.800117548
0.0005764353749998913,0.8180750240000001
-0.0044224628999999845,0.833825704
-0.006718129125000008,0.8473695885
-0.009510231899999956,0.860913473
-0.008349693624999916,0.8710011529999999
-0.004229388399999951,0.8776326295
3.175173986371817e-18,0.884264106
1.2895530221101096e-18,0.8909695115
-1.0571132162752567e-18,0.8977488469999999
-1.7585793275434194e-18,0.9045281825
-2.8245393605078403e-18,0.9111493085
-1.2293556067154386e-18,0.9176122250000001
-6.080958378052418e-19,0.9240751414999999
3.654130706461282e-18,0.9310814405
-1.6247934491376128e-18,0.938631121
-6.447440512157159e-19,0.9461808015
2.5975490233227765e-18,0.951366217
1.2015118961837625e-20,0.9541873670000001
1.5920767805028209e-21,0.957008517
-8.352544618275327e-19,0.958518897
4.253928826439343e-21,0.9587185065
-1.7176025538889137e-19,0.958918116
1.1366229745957768e-20,0.959045275
-5.235639697465313e-20,0.9590999825
-2.3840259031387053e-20,0.95915469
-1.1143891393799899e-20,0.9591428614999999
-9.489533674556776e-21,0.9590644960000001
-2.2999496195983443e-20,0.9589861305
-3.890791722921774e-20,0.959167997
-6.145322241618889e-20,0.9596100955
1.2643415468657306e-19,0.960052194
-1.6419918563201055e-19,0.9601290805
6.677291411266611e-20,0.9598407554999999
-1.1346935299802117e-19,0.9595524305
-2.0105794531495254e-19,0.9588656255
2.389185243664771e-19,0.9577803405
-1.0353318885097877e-19,0.9566950555
2.0469425597337375e-19,0.956593772
-2.7663410422245776e-19,0.9574764904999999
1.1324919365544502e-19,0.9583592089999999
1.2821298319529146e-19,0.959040839
3.0259468851445517e-19,0.9595213805
-9.110392682371899e-20,0.960001922
3.748330158437175e-19,0.9604114914999999
-2.4342391620635795e-19,0.9607500885
9.262999180832026e-19,0.9610886855
-2.167324012909183e-19,0.9589587765
-4.855216153803163e-19,0.9543603620000001
2.022989926217492e-18,0.9497619475
-1.2972829133298866e-18,0.9455161759999999
-1.533593544336624e-18,0.9416230485
3.1894179828490527e-21,0.9377299210000001
-6.282181440123456e-19,0.9364686835
1.7115224874140366e-19,0.9378393365
-1.8954009236419913e-18,0.9392099895
-1.390046165740399e-19,0.9408275669999999
1.3978457851597607e-19,0.942692069
6.227072066432484e-20,0.9445565709999999
1.0240157094878467e-18,0.9453017804999999
-5.045702464467253e-20,0.944927697
6.761196495308921e-19,0.9445536135
8.202246994128185e-20,0.9446105395
3.970855812700502e-19,0.9450984739999999
2.1915882918579967e-19,0.9455864085
1.326393161833767e-19,0.94521824
-2.8178326852174927e-19,0.9439939675
-1.82904449645757e-20,0.942769695
1.1445474484892603e-19,0.9420089604999999
-9.162323272673774e-19,0.941711764
-1.2786506152309334e-19,0.9414145675000001
-2.797093805707165e-19,0.939298705
9.203354726419985e-20,0.9353641770000001
5.536755538500244e-19,0.931429649
2.459077918381771e-19,0.929510439
6.120241695248705e-19,0.9296065475
2.2336912944968824e-19,0.929702656
3.3424709500387553e-19,0.929051337
1.6314725532910896e-19,0.9276525904999999
-4.079556022601319e-19,0.926253844
-4.314426356861676e-19,0.924304323
6.446920222163717e-19,0.9218040275
5.819361610066894e-19,0.919303732
-1.2147346832028155e-20,0.920026023
-1.7982702117537386e-19,0.9239709014999999
-3.245693907235845e-20,0.92791578
1.2542370995592e-18,0.9316011655
-8.672287936730501e-20,0.9350270585
-1.1820509602368223e-19,0.9384529515
-2.31718024579872e-19,0.940528892
-3.158365032285788e-19,0.9412548795
2.482258962483451e-19,0.941980867
-8.438950614419788e-19,0.9425804355
-2.0411791184028727e-19,0.9430535840000001
-8.642961958432957e-20,0.9435267325000001
3.2197164414528447e-19,0.9449986690000001
-6.646152392874187e-19,0.947469393
-7.073958281392844e-21,0.9499401169999999
-4.1086002389776493e-20,0.9462628635
-1.8901167479799086e-20,0.9364376329999999
-1.0977859745033893e-19,0.9266124025
-5.0502719678048994e-20,0.9218461675
5.740418782539821e-19,0.9221389285
8.190037338154476e-20,0.9224316895
2.8696790217062877e-19,0.9235724215000001
1.9921542027693538e-21,0.925561125
1.146231274298868e-18,0.9275498285
5.3228928195490924e-21,0.926925124
-4.067898010740341e-19,0.923687012
1.4222386966340445e-20,0.9204489
-1.086916505517908e-18,0.918651674
3.8001195567463084e-20,0.9182953335
-3.0208663805292115e-19,0.9179389929999999
1.0153646275932782e-19,0.9170052635
6.020544216836353e-20,0.9154941445
-1.6238273966630472e-19,0.9139830255000001
1.6086514611361142e-19,0.9180779805
-1.9413913971372676e-22,0.92777901
4.2982152945196875e-19,0.9374800395
-5.187274551304801e-22,0.940746984
1.184639668182849e-19,0.937579844
-1.3860068253258633e-21,0.934412704
-2.122922964867678e-18,0.929432813
-3.703322237622699e-21,0.9226401705
1.266585393262813e-18,0.915847528
-9.895041889454891e-21,0.910509079
-8.522209613162714e-20,0.906624823
-2.643892367759724e-20,0.9027405669999999
-2.2770802710964e-19,0.897648303
-7.064312541968281e-20,0.8913480305
-6.084213832299996e-19,0.885047758
-1.8875394588356523e-19,0.8767469535
-1.6256632858764705e-18,0.866445617
-5.043385591301668e-19,0.8561442805
2.5952248746948863e-18,0.8532255435
-4.801988707968833e-19,0.8576894070000001
-4.617901027074185e-21,0.8621532705
-1.2830609234926961e-18,0.8605497395
-1.233873822928383e-20,0.8528788145
2.6432747636016865e-18,0.8452078895
-3.2968324829440775e-20,0.8451250885
1.2376802512248974e-19,0.8526304115000001
-8.808926989632656e-20,0.8601357345
-1.4040240426657247e-18,0.8590460135
-2.3536893399989404e-19,0.849361249
1.4527195608703632e-18,0.8396764845
-6.288908417273225e-19,0.836177401
4.121164800390754e-19,0.838863999
5.436709211914209e-20,0.841550597
1.1011487998064748e-18,0.841372427
1.4526540255043723e-19,0.8383294889999999
-1.3946097291019032e-18,0.835286551
2.1228633664072706e-18,0.8312455645
1.7682464762809389e-19,0.8262065295000001
-1.2667379435782205e-18,0.8211674945
4.724606069056657e-19,0.8235310204999999
8.480337122439374e-20,0.8332971075
1.6960631793228613e-18,0.8430631945
0.0008691376250000648,0.8508804999999999
0.0064613793333333286,0.856749024
0.01113208962499998,0.862617548
0.008362165833333343,0.8768482375
-0.0036914553750000763,0.8994410930000001
-0.01482354516666667,0.9220339485
-0.008309771874999969,0.9260594095
3.595652327001759e-18,0.911517477
-1.6760040997006077e-19,0.8969755445
0.0012087174999999629,0.895808937
-4.478176485460339e-19,0.9080176545
-0.0012087174999999642,0.9202263719999999
-1.1965403090906693e-18,0.9283120414999999
-4.0949849026210344e-18,0.9322746630000001
2.723672568428036e-19,0.9362372845
-5.331887901148406e-19,0.9379701920000001
7.277480087980658e-19,0.9374733855
-7.199177716959372e-19,0.936976579
4.266134095574147e-19,0.9374992605
-2.622092076027964e-20,0.93904143
9.23043500190254e-19,0.9405835995
-7.006063453532934e-20,0.9421257685
7.315901335167378e-19,0.943667938
-1.8719756473725913e-19,0.9452101075
1.954762398514206e-18,0.94926588
-5.001800008803714e-19,0.9558352555
-1.715892855113884e-18,0.9624046310000001
2.1329977645305387e-18,0.964740064
-1.4214371682044796e-18,0.9628415545
4.95064102027638e-19,0.960943045
-2.241565572925312e-20,0.9572258695
-4.1194363819173345e-19,0.9516900285000001
-5.989329277723934e-20,0.9461541874999999
-1.1006872157705248e-18,0.9436479775
-3.768717341835829e-19,0.9441713979999999
-3.3888106064161804e-19,0.9446948185
7.722604814265187e-20,0.946467648
-3.810680961845839e-20,0.9494898860000001
-6.610172267648178e-19,0.952512124
-1.0181865679477222e-19,0.9551373605
-3.1468778167024417e-20,0.957365596
1.6162873512912423e-19,0.9595938315
3.4959390301934207e-19,0.9612483734999999
-1.820513087763284e-21,0.962329223
7.172514134200898e-19,0.9634100725
-4.864295321967528e-21,0.963491395
5.069869226432175e-19,0.9625731905
-1.2997088094755869e-20,0.961654986
8.125354252565291e-19,0.9588619295
-3.472739374601076e-20,0.954194021
-1.2984039125057976e-18,0.9495261125000001
-9.278939002322168e-20,0.9448049745
1.9417828696716833e-22,0.940030607
-2.479273556735179e-19,0.9352562395
5.188297097620666e-22,0.9329799505
2.0491559327422875e-19,0.933201739
1.3862737792904076e-21,0.9334235275
-3.1984029007248006e-19,0.9354802465000001
3.704018784926063e-21,0.9393718950000001
-8.545929371415835e-19,0.9432635435000001
9.896858300256871e-21,0.9472232075
1.1860289121351278e-18,0.951250887
2.64436575250012e-20,0.9552785665
-3.0045304150316085e-19,0.956799296
1.2486556332317312e-19,0.9558130764999999
6.457029744436845e-20,0.954826857
