Datetime,time,std_realpower,std_ust_predpower,std_st_predpower,std_mt_predpower,Load factor
2022-12-29,0:00:00,0.963777502,0.961067246,0.961178141,0.961178141,0.96
2022-12-28,23:45:00,0.967201916,0.958161817,0.960623669,0.935583747,0.97
2022-12-28,23:30:00,0.96690472,0.959261888,0.958654187,0.934834102,0.97
2022-12-28,23:15:00,0.968452803,0.960756742,0.961076118,0.934944996,0.97
2022-12-28,23:00:00,0.971344925,0.960415188,0.96100071,0.928668382,0.97
2022-12-28,22:45:00,0.965760291,0.958858233,0.958831618,0.930438254,0.97
2022-12-28,22:30:00,0.968364088,0.96037083,0.960956352,0.929409155,0.97
2022-12-28,22:15:00,0.966926899,0.960188964,0.960863201,0.932882363,0.97
2022-12-28,22:00:00,0.966758339,0.961067246,0.960574876,0.933392477,0.97
2022-12-28,21:45:00,0.969943222,0.960583747,0.960703513,0.927102555,0.97
2022-12-28,21:30:00,0.969131476,0.958254968,0.960344216,0.932092796,0.97
2022-12-28,21:15:00,0.968217708,0.960920866,0.960996274,0.932177076,0.97
2022-12-28,21:00:00,0.970231547,0.959798616,0.958765082,0.931045955,0.97
2022-12-28,20:45:00,0.967570085,0.95872516,0.961071682,0.934590135,0.97
2022-12-28,20:30:00,0.970293648,0.959625621,0.96091643,0.933370298,0.97
2022-12-28,20:15:00,0.967924947,0.959554649,0.961169269,0.931418559,0.97
2022-12-28,20:00:00,0.96477555,0.961178141,0.961178141,0.933676366,0.96
2022-12-28,19:45:00,0.963671043,0.960317601,0.961178141,0.929422463,0.96
2022-12-28,19:30:00,0.966070795,0.96030873,0.95918648,0.932616217,0.97
2022-12-28,19:15:00,0.965746984,0.960149042,0.959665543,0.926011356,0.97
2022-12-28,19:00:00,0.964562633,0.960117991,0.961178141,0.926556955,0.96
2022-12-28,18:45:00,0.963972676,0.960317601,0.96111604,0.926157736,0.96
2022-12-28,18:30:00,0.965480837,0.96045511,0.960907559,0.930291874,0.97
2022-12-28,18:15:00,0.965063875,0.96045511,0.961138219,0.930141057,0.97
2022-12-28,18:00:00,0.965684883,0.960836586,0.961178141,0.932097232,0.97
2022-12-28,17:45:00,0.963750887,0.960818843,0.960047019,0.934146558,0.96
2022-12-28,17:30:00,0.965862314,0.961178141,0.961080554,0.932523066,0.97
2022-12-28,17:15:00,0.964420688,0.961089425,0.961076118,0.934124379,0.96
2022-12-28,17:00:00,0.965094925,0.961178141,0.961009581,0.935508339,0.97
2022-12-28,16:45:00,0.962513307,0.960982967,0.960960788,0.933339248,0.96
2022-12-28,16:30:00,0.964850958,0.960872072,0.960965224,0.931205642,0.96
2022-12-28,16:15:00,0.964850958,0.960712385,0.96103176,0.932146026,0.96
2022-12-28,16:00:00,0.96604418,0.960898687,0.960131299,0.928202626,0.97
2022-12-28,15:45:00,0.965232434,0.960929737,0.961049503,0.933201739,0.97
2022-12-28,15:30:00,0.965676011,0.960792229,0.960676899,0.934288502,0.97
2022-12-28,15:15:00,0.965427608,0.960911994,0.96103176,0.931560504,0.97
2022-12-28,15:00:00,0.965773598,0.960738999,0.960965224,0.92603797,0.97
2022-12-28,14:45:00,0.966217175,0.96083215,0.959536906,0.923589425,0.97
2022-12-28,14:30:00,0.965644961,0.960872072,0.959496984,0.930207594,0.97
2022-12-28,14:15:00,0.962983499,0.960725692,0.961040632,0.922684528,0.96
2022-12-28,14:00:00,0.960911994,0.960823279,0.960699077,0.916829312,0.96
2022-12-28,13:45:00,0.962074166,0.960889815,0.960636977,0.924658446,0.96
2022-12-28,13:30:00,0.95791785,0.96083215,0.960841022,0.923469659,0.96
2022-12-28,13:15:00,0.955300745,0.960543825,0.960778921,0.921974805,0.96
2022-12-28,13:00:00,0.956369766,0.960756742,0.960823279,0.921624379,0.96
2022-12-28,12:45:00,0.963249645,0.960841022,0.960703513,0.919459723,0.96
2022-12-28,12:30:00,0.963600071,0.960765614,0.960778921,0.91978797,0.96
2022-12-28,12:15:00,0.95837917,0.960721256,0.9608011,0.921446948,0.96
2022-12-28,12:00:00,0.961311214,0.960867637,0.960960788,0.926894074,0.96
2022-12-28,11:45:00,0.965742548,0.961005145,0.960814407,0.921429205,0.97
