Datetime,time,Measured & Upscaled,Most recent forecast,Day Ahead 11AM forecast,Day-ahead 6PM forecast,Week-ahead forecast,Monitored capacity,Load factor,Decremental bid Indicator
2022-10-28,7:15:00,531.22,1343.89,1279.9,1215.21,1295.02,2254.4,0.24,''
2022-10-28,7:00:00,531.25,1300.2,1247.63,1181.29,1296.05,2254.4,0.24,''
2022-10-28,6:45:00,578.29,1265.35,1231.29,1161.4,1319.51,2254.4,0.26,''
2022-10-28,6:30:00,642.51,1233.75,1221.16,1150.33,1328.88,2254.4,0.29,''
2022-10-28,6:15:00,785,1201.1,1207.2,1141.75,1331.61,2254.4,0.35,''
2022-10-28,6:00:00,758.36,1171.37,1189.96,1133.11,1334.7,2254.4,0.34,''
2022-10-28,5:45:00,598.13,1086.78,1173.4,1124.37,1350.63,2254.4,0.27,''
2022-10-28,5:30:00,442.09,1007.28,1153.87,1112.04,1384.61,2254.4,0.2,''
2022-10-28,5:15:00,469.33,935.83,1137.67,1103.09,1417.69,2254.4,0.21,''
2022-10-28,5:00:00,466.64,869.89,1117.97,1093.64,1452.9,2254.4,0.21,''
2022-10-28,4:45:00,510.09,865.95,1104.11,1079.3,1484.33,2254.4,0.23,''
2022-10-28,4:30:00,550.11,863.03,1091.18,1072.04,1495.96,2254.4,0.24,''
2022-10-28,4:15:00,570.15,861.99,1063.71,1050.03,1498.8,2254.4,0.25,''
2022-10-28,4:00:00,644.93,859.73,1047.45,1044.56,1536.74,2254.4,0.29,''
2022-10-28,3:45:00,637.06,799.27,1035.82,1046.29,1558.72,2254.4,0.28,''
2022-10-28,3:30:00,758.78,741.65,1018.29,1048.51,1582.2,2254.4,0.34,''
2022-10-28,3:15:00,758.16,688.97,1001.64,1032.16,1603.9,2254.4,0.34,''
2022-10-28,3:00:00,758.19,642.15,994.54,1020.39,1603.81,2254.4,0.34,''
2022-10-28,2:45:00,784.1,626.2,974.86,995.7,1611.72,2254.4,0.35,''
2022-10-28,2:30:00,671.8,611.62,957.55,974.71,1635.74,2254.4,0.3,''
2022-10-28,2:15:00,603.14,600.85,947.77,957.06,1628.12,2254.4,0.27,''
2022-10-28,2:00:00,629.98,589.73,914.35,933.98,1658.44,2254.4,0.28,''
2022-10-28,1:45:00,726.28,1438.05,899.49,923.72,1667.7,2254.4,0.32,''
2022-10-28,1:30:00,778.98,1433.59,869.15,901.74,1665.27,2254.4,0.35,''
2022-10-28,1:15:00,804.99,1428.45,845.14,884.74,1646.52,2254.4,0.36,''
2022-10-28,1:00:00,825.53,1421.8,831.43,876.05,1672.56,2254.4,0.37,''
2022-10-28,0:45:00,787.65,1418.96,832.11,870.12,1659.39,2254.4,0.35,''
2022-10-28,0:30:00,735.22,1407.59,831.36,880.57,1664.49,2254.4,0.33,''
2022-10-28,0:15:00,698.88,1399.84,829.93,883.14,1647.76,2254.4,0.31,''
2022-10-28,0:00:00,720.57,1399.45,830.66,883.15,1635.14,2254.4,0.32,''
2022-10-27,23:45:00,658.12,1387.6,1114.06,1106.33,1916.61,2254.4,0.29,''
2022-10-27,23:30:00,542.23,1381.63,1118.63,1122.89,1914.16,2254.4,0.24,''
2022-10-27,23:15:00,568.51,1371.33,1122.98,1133.64,1918.14,2254.4,0.25,''
2022-10-27,23:00:00,742.58,1368.28,1128.44,1143.33,1905.59,2254.4,0.33,''
2022-10-27,22:45:00,814.65,1358.7,1138.57,1153.65,1891.94,2254.4,0.36,''
2022-10-27,22:30:00,734.48,1345.27,1153.79,1161.96,1899.17,2254.4,0.33,''
2022-10-27,22:15:00,723.27,1334.83,1165.35,1165.86,1914.25,2254.4,0.32,''
2022-10-27,22:00:00,731.74,1327.87,1169.65,1169.84,1915.88,2254.4,0.32,''
2022-10-27,21:45:00,693.69,1308.88,1175.23,1162.71,1901.04,2254.4,0.31,''
2022-10-27,21:30:00,839.56,1293.48,1176.3,1153.12,1898.27,2254.4,0.37,''
2022-10-27,21:15:00,869.55,1276.67,1181.94,1150.41,1901.48,2254.4,0.39,''
2022-10-27,21:00:00,909.49,1259.18,1187.92,1149.88,1876.56,2254.4,0.4,''
2022-10-27,20:45:00,1088.74,1189.01,1175.84,1138.87,1881.9,2254.4,0.48,''
2022-10-27,20:30:00,1236.06,1119.34,1176.35,1130.82,1883.68,2254.4,0.55,''
2022-10-27,20:15:00,1329.29,1053.01,1176.77,1123.51,1826.8,2254.4,0.59,''
2022-10-27,20:00:00,1289.7,990.41,1187.11,1121.12,1814.53,2254.4,0.57,''
2022-10-27,19:45:00,1220.81,1062.89,1185.48,1118.91,1816.13,2254.4,0.54,''
2022-10-27,19:30:00,1206.15,1057.71,1182.07,1121.91,1834.1,2254.4,0.54,''
2022-10-27,19:15:00,877.42,1058.26,1194.08,1129.51,1852.07,2254.4,0.39,''
2022-10-27,19:00:00,762.22,1060.27,1201.54,1145.36,1855.45,2254.4,0.34,''
2022-10-27,18:45:00,760.17,1112.57,1220.78,1175.36,1824.12,2254.4,0.34,''
2022-10-27,18:30:00,774.7,1167.47,1220.89,1202.47,1792.16,2254.4,0.34,''
2022-10-27,18:15:00,794.84,1230.17,1231.44,1227.07,1780.19,2254.4,0.35,''
2022-10-27,18:00:00,754.46,1297.02,1252.98,1231.61,1787.71,2254.4,0.33,''
2022-10-27,17:45:00,758.67,1377.42,1269.77,1245.6,1766.1,2254.4,0.34,''
2022-10-27,17:30:00,769.21,1462.81,1288.35,1264.53,1745.54,2254.4,0.34,''
2022-10-27,17:15:00,755.72,1540.8,1318.75,1293.97,1669.99,2254.4,0.34,''
2022-10-27,17:00:00,934.35,1615.17,1349.84,1303.74,1650.42,2254.4,0.41,''
2022-10-27,16:45:00,1125.78,1675.54,1407.99,1354.29,1641.28,2254.4,0.5,''
2022-10-27,16:30:00,1356.64,1741.48,1455.61,1375.47,1613.72,2254.4,0.6,''
2022-10-27,16:15:00,1367.64,1780.24,1507.12,1420.67,1587.47,2254.4,0.61,''
2022-10-27,16:00:00,1470.94,1820.96,1563.95,1472.89,1573.06,2254.4,0.65,''
2022-10-27,15:45:00,1665.69,1822,1582.01,1528.96,1603.77,2254.4,0.74,''
2022-10-27,15:30:00,1645.51,1814.76,1545.25,1581.7,1615.43,2254.4,0.73,''
2022-10-27,15:15:00,1727.13,1801.9,1644.85,1626.35,1579.02,2254.4,0.77,''
2022-10-27,15:00:00,1714.1,1790.35,1747.71,1671.07,1563.48,2254.4,0.76,''
2022-10-27,14:45:00,1748.05,1885.41,1788.84,1695.86,1538.85,2254.4,0.78,''
2022-10-27,14:30:00,1753.81,1965.72,1812.37,1711.34,1546.15,2254.4,0.78,''
2022-10-27,14:15:00,1769.83,2021.14,1835.2,1728.63,1542.02,2254.4,0.79,''
2022-10-27,14:00:00,1727.54,2045.14,1849.9,1762.97,1541.93,2254.4,0.77,''
2022-10-27,13:45:00,1604.55,2054.32,1871.64,1817.4,1574.4,2254.4,0.71,''
2022-10-27,13:30:00,1581,2067.99,1908.45,1831.04,1615.3,2254.4,0.7,''
2022-10-27,13:15:00,1537.78,2071.81,1919.44,1863.93,1601.03,2254.4,0.68,''
2022-10-27,13:00:00,1548.75,2077.91,1941.66,1927.11,1585.03,2254.4,0.69,''
2022-10-27,12:45:00,1648.53,2089.83,1954.96,1971.52,1578.69,2254.4,0.73,''
2022-10-27,12:30:00,1638.4,2093.19,1967.63,1964.84,1569.45,2254.4,0.73,''
2022-10-27,12:15:00,1662.47,2097.37,1974.08,1985.64,1559.04,2254.4,0.74,''
2022-10-27,12:00:00,1671.84,2099.57,1978.44,1988.65,1542.75,2254.4,0.74,''
2022-10-27,11:45:00,1418.36,2110.82,1992.91,2003.55,1543.24,2254.4,0.63,''
2022-10-27,11:30:00,1294.65,2108.79,1995.31,2002.38,1540.96,2254.4,0.57,''
2022-10-27,11:15:00,1359.48,2116.6,1996.02,1996.46,1538.21,2254.4,0.6,''
2022-10-27,11:00:00,1484.77,2125.97,1998.16,2000.92,1520.08,2254.4,0.66,''
2022-10-27,10:45:00,1444.8,2121.72,1980.7,1976.96,1505.12,2254.4,0.64,''
2022-10-27,10:30:00,1446.5,2118.95,1971.29,1970.62,1542,2254.4,0.64,''
2022-10-27,10:15:00,1423.94,2113.82,1947.48,1947.76,1556.9,2254.4,0.63,''
2022-10-27,10:00:00,1419.48,2103.25,1933.57,1936.02,1577.42,2254.4,0.63,''
2022-10-27,9:45:00,1453.92,2088.31,1904.11,1908.03,1596.41,2254.4,0.64,''
2022-10-27,9:30:00,1508.59,2083.68,1870.41,1868.02,1615.69,2254.4,0.67,''
2022-10-27,9:15:00,1439.1,2069.83,1834.5,1829.08,1624.76,2254.4,0.64,''
2022-10-27,9:00:00,1371.97,2046.36,1803.11,1795.24,1624.27,2254.4,0.61,''
2022-10-27,8:45:00,1464.2,2020.55,1748.13,1730.05,1606.49,2254.4,0.65,''
2022-10-27,8:30:00,1547.08,1995.78,1690.21,1665.87,1611.98,2254.4,0.69,''
2022-10-27,8:15:00,1351.32,1968.8,1639.51,1622.3,1605.78,2254.4,0.6,''
2022-10-27,8:00:00,1247.6,1930.3,1575.93,1570,1615.74,2254.4,0.55,''
2022-10-27,7:45:00,1163.93,1918.85,1528.78,1525.68,1587.23,2254.4,0.52,''
2022-10-27,7:30:00,1180.05,1861.79,1472.49,1478.64,1593.95,2254.4,0.52,''
2022-10-27,7:15:00,1220.66,1810.74,1415.32,1433.3,1597.72,2254.4,0.54,''
2022-10-27,7:00:00,1192.71,1746.41,1354.12,1387.16,1612.1,2254.4,0.53,''
2022-10-27,6:45:00,1212.66,1665.2,1302.38,1328.34,1596.57,2254.4,0.54,''
2022-10-27,6:30:00,1163.01,1571.88,1259.02,1269.66,1591.24,2254.4,0.52,''
2022-10-27,6:15:00,1138.33,1485.46,1227.2,1210.27,1571.95,2254.4,0.5,''
2022-10-27,6:00:00,1213.09,1388.49,1189.37,1166.03,1577.93,2254.4,0.54,''
2022-10-27,5:45:00,1193.35,1336.94,1157.67,1119.28,1553.43,2254.4,0.53,''
2022-10-27,5:30:00,1080.61,1278.89,1122.35,1071.38,1549.34,2254.4,0.48,''
2022-10-27,5:15:00,992.97,1219.91,1062.06,1011.76,1565.96,2254.4,0.44,''
2022-10-27,5:00:00,853.42,1160.2,1010.54,948.96,1591.98,2254.4,0.38,"-91,300"
2022-10-27,4:45:00,885.05,1133.22,958.96,887.26,1571.71,2254.4,0.39,"-94,500"
2022-10-27,4:30:00,827.18,1111.94,899.86,832.98,1573.27,2254.4,0.37,"-44,500"
2022-10-27,4:15:00,837.21,1095.3,839.43,785.33,1581.49,2254.4,0.37,"-69,600"
2022-10-27,4:00:00,728.15,1078.4,787.03,743.68,1577.65,2254.4,0.32,"-45,100"
2022-10-27,3:45:00,909.7,1119.07,744.51,708.91,1572.3,2254.4,0.4,''
2022-10-27,3:30:00,925.85,1163.37,710.62,672.42,1537.28,2254.4,0.41,''
2022-10-27,3:15:00,848.28,1208.05,677.56,638.51,1540.34,2254.4,0.38,''
2022-10-27,3:00:00,671.28,1249.77,637.06,613.86,1580.21,2254.4,0.3,''
2022-10-27,2:45:00,578.4,1268.6,605.13,603.04,1595.86,2254.4,0.26,''
2022-10-27,2:30:00,618.47,1286.07,579.3,593.1,1614.16,2254.4,0.27,''
2022-10-27,2:15:00,637.81,1298.04,552.04,575.88,1592.15,2254.4,0.28,''
2022-10-27,2:00:00,651.67,1306.93,525.04,559.95,1611.28,2254.4,0.29,''
2022-10-27,1:45:00,739.29,901.55,509.51,564.59,1578.45,2254.4,0.33,''
2022-10-27,1:30:00,930.95,908.79,502.54,580.08,1549.47,2254.4,0.41,''
2022-10-27,1:15:00,1130.62,915.54,497.54,587.4,1551.71,2254.4,0.5,''
2022-10-27,1:00:00,1247.9,918.37,499.74,592.73,1533.94,2254.4,0.55,''
2022-10-27,0:45:00,1366,891.87,523.9,596.56,1533,2254.4,0.61,''
2022-10-27,0:30:00,1237.39,866.52,569.01,609.88,1526.85,2254.4,0.55,''
2022-10-27,0:15:00,913.08,840.13,634.83,651.78,1515.45,2254.4,0.41,''
2022-10-27,0:00:00,665.89,815.97,663.52,713.67,1542.04,2254.4,0.3,''
2022-10-26,23:45:00,473.81,796.39,1060.21,1001.57,1568.83,2254.4,0.21,''
2022-10-26,23:30:00,387.38,784.29,1056.97,960.27,1605.76,2254.4,0.17,''
2022-10-26,23:15:00,367.67,779.46,1058.76,926.38,1566.87,2254.4,0.16,''
2022-10-26,23:00:00,469.16,779.35,1054.93,907.61,1564.05,2254.4,0.21,''
2022-10-26,22:45:00,514.86,826.67,1054.25,913.93,1587.5,2254.4,0.23,''
2022-10-26,22:30:00,562.15,879.72,1052.73,930.11,1587.67,2254.4,0.25,''
2022-10-26,22:15:00,629.5,934.25,1031.7,954.04,1591.04,2254.4,0.28,''
2022-10-26,22:00:00,669.94,994.56,1011.79,985.47,1611.79,2254.4,0.3,''
2022-10-26,21:45:00,755.09,1078.93,1022.61,1027.5,1590.61,2254.4,0.33,''
2022-10-26,21:30:00,792.17,1167.45,1042.14,1072.55,1536.83,2254.4,0.35,''
2022-10-26,21:15:00,818.14,1257.43,1069.48,1126.96,1546.5,2254.4,0.36,''
2022-10-26,21:00:00,903.06,1340.25,1098.01,1171.88,1559.73,2254.4,0.4,''
2022-10-26,20:45:00,943.79,1427.74,1137.08,1219.71,1553.88,2254.4,0.42,''
2022-10-26,20:30:00,976.68,1512.89,1179.63,1268.39,1571.69,2254.4,0.43,''
2022-10-26,20:15:00,1183.34,1597.08,1233.11,1309.58,1593.76,2254.4,0.52,''
2022-10-26,20:00:00,1354.26,1667.48,1288.64,1354.16,1609.42,2254.4,0.6,''
2022-10-26,19:45:00,1292.69,1764.34,1350.43,1401.55,1641.96,2254.4,0.57,''
2022-10-26,19:30:00,1305.2,1829.91,1416.19,1469.33,1656.89,2254.4,0.58,''
2022-10-26,19:15:00,1539.38,1875.36,1471.35,1511.71,1623.67,2254.4,0.68,''
2022-10-26,19:00:00,1744.2,1916.95,1534.04,1563.32,1638.19,2254.4,0.77,''
2022-10-26,18:45:00,1952.77,1963.39,1597.23,1610.56,1660.4,2254.4,0.87,''
2022-10-26,18:30:00,2046.83,1991.75,1667.86,1670.17,1615.26,2254.4,0.91,''
2022-10-26,18:15:00,2073.58,2019.71,1719.88,1718.49,1624.54,2254.4,0.92,''
2022-10-26,18:00:00,2058.13,2033.63,1768.75,1767.06,1578.08,2254.4,0.91,''
2022-10-26,17:45:00,2102.55,2070.37,1803.04,1807.5,1544.77,2254.4,0.93,''
2022-10-26,17:30:00,2154.86,2096.81,1835.38,1840.13,1516.76,2254.4,0.96,''
2022-10-26,17:15:00,2185.07,2103.8,1875.22,1877.58,1508.67,2254.4,0.97,''
2022-10-26,17:00:00,2202.17,2116.24,1896.71,1901.9,1510.53,2254.4,0.98,''
2022-10-26,16:45:00,2205.67,2120.39,1903.76,1903.86,1477.05,2254.4,0.98,''
2022-10-26,16:30:00,2210.99,2119.17,1907.16,1908.3,1428.92,2254.4,0.98,''
2022-10-26,16:15:00,2209.58,2113.77,1910.72,1912.07,1400.43,2254.4,0.98,''
2022-10-26,16:00:00,2197.46,2110.44,1907.95,1912.22,1390.74,2254.4,0.97,''
2022-10-26,15:45:00,2179.18,2098.04,1914.21,1923.45,1397.91,2254.4,0.97,''
2022-10-26,15:30:00,2145.7,2077.33,1906.46,1911.69,1412.52,2254.4,0.95,''
2022-10-26,15:15:00,2047.5,2059.77,1894.16,1902.73,1436.31,2254.4,0.91,''
2022-10-26,15:00:00,2050.38,2022.65,1887,1899.52,1472.76,2254.4,0.91,''
2022-10-26,14:45:00,1842.71,1943.73,1877.61,1895.82,1508.53,2254.4,0.82,''
2022-10-26,14:30:00,1624,1819.11,1880.04,1902.19,1485.11,2254.4,0.72,''
2022-10-26,14:15:00,1580.87,1685.1,1884.92,1902.84,1450.91,2254.4,0.7,''
2022-10-26,14:00:00,1523.35,1556.25,1892.09,1911.81,1404.85,2254.4,0.68,''
2022-10-26,13:45:00,1391.62,2046.93,1881.55,1887.57,1390.44,2254.4,0.62,''
2022-10-26,13:30:00,1158.11,2028.52,1877.3,1872.88,1358.05,2254.4,0.51,''
2022-10-26,13:15:00,1142.09,2023.85,1891.72,1879.02,1315.97,2254.4,0.51,''
2022-10-26,13:00:00,1239.16,2014.81,1902.74,1880.2,1278.15,2254.4,0.55,''
2022-10-26,12:45:00,1399.93,2012.02,1875.43,1866.69,1254.96,2254.4,0.62,''
2022-10-26,12:30:00,1575.62,2029.91,1858.36,1867.74,1266.13,2254.4,0.7,''
2022-10-26,12:15:00,1528.18,2021.07,1844.47,1830.2,1252.78,2254.4,0.68,''
2022-10-26,12:00:00,1513.21,2022.48,1807.25,1806.95,1273.01,2254.4,0.67,''
2022-10-26,11:45:00,1467.86,2002.34,1780.94,1771.56,1307.41,2254.4,0.65,''
2022-10-26,11:30:00,1402.22,1976.55,1767.76,1756.56,1304.18,2254.4,0.62,''
2022-10-26,11:15:00,1072.59,1955.27,1739.55,1727.33,1288.82,2254.4,0.48,''
2022-10-26,11:00:00,1305.76,1921,1710.65,1703.77,1263.29,2254.4,0.58,''
2022-10-26,10:45:00,1401.94,1879.52,1690.06,1689.37,1262.2,2254.4,0.62,''
2022-10-26,10:30:00,1052.85,1844.41,1674.41,1680.58,1265.13,2254.4,0.47,''
2022-10-26,10:15:00,932.43,1814.77,1665.1,1674.51,1246.61,2254.4,0.41,''
2022-10-26,10:00:00,1123.71,1789.07,1646.86,1648.52,1234.15,2254.4,0.5,''
2022-10-26,9:45:00,1237.21,1766.15,1633.38,1636.63,1230.98,2254.4,0.55,''
2022-10-26,9:30:00,1420.02,1740.05,1610.45,1620.45,1189.45,2254.4,0.63,''
2022-10-26,9:15:00,1288.1,1720.73,1606.22,1620.58,1168.52,2254.4,0.57,''
2022-10-26,9:00:00,1197.71,1695.6,1599.97,1601.55,1181.32,2254.4,0.53,''
2022-10-26,8:45:00,1380.92,1696.89,1580.02,1572.81,1206.76,2254.4,0.61,''
2022-10-26,8:30:00,1577.93,1698.74,1555.28,1556.28,1221.8,2254.4,0.7,''
2022-10-26,8:15:00,1672.49,1701.02,1533.01,1545.26,1217.15,2254.4,0.74,''
2022-10-26,8:00:00,1678.83,1700.63,1513.47,1525.52,1166.25,2254.4,0.74,''
2022-10-26,7:45:00,1624.25,1741.38,1506.95,1525.5,1150.81,2254.4,0.72,''
2022-10-26,7:30:00,1589.6,1747.84,1499.75,1524.15,1124.69,2254.4,0.71,''
2022-10-26,7:15:00,1542.56,1754.75,1496.12,1526.14,1168.83,2254.4,0.68,''
2022-10-26,7:00:00,1419.1,1767.29,1478.48,1525.9,1228.39,2254.4,0.63,''
2022-10-26,6:45:00,1269.9,1758.12,1505.07,1553.3,1220.55,2254.4,0.56,''
2022-10-26,6:30:00,1247.76,1742.55,1542.41,1580.85,1214.56,2254.4,0.55,''
2022-10-26,6:15:00,1264.7,1719.99,1561.72,1605.7,1204.34,2254.4,0.56,''
2022-10-26,6:00:00,1228.02,1709.97,1578.48,1629.16,1194.4,2254.4,0.54,''
2022-10-26,5:45:00,1037.66,1688.25,1604.23,1643.91,1195.54,2254.4,0.46,''
2022-10-26,5:30:00,921.26,1669.61,1625.25,1658.95,1215.35,2254.4,0.41,''
2022-10-26,5:15:00,917.61,1650.34,1647.31,1669.92,1219.93,2254.4,0.41,''
2022-10-26,5:00:00,847.98,1636.16,1669.74,1692.85,1246.22,2254.4,0.38,''
2022-10-26,4:45:00,791.35,1647.95,1669.44,1683.85,1261.58,2254.4,0.35,''
2022-10-26,4:30:00,843.3,1657.69,1652.93,1670.54,1278.41,2254.4,0.37,''
2022-10-26,4:15:00,776.63,1664.66,1618.45,1645.29,1295.86,2254.4,0.34,''
2022-10-26,4:00:00,755.31,1666.81,1591.77,1649.69,1317.16,2254.4,0.34,''
2022-10-26,3:45:00,720.74,1653.44,1557.56,1616.69,1347.45,2254.4,0.32,''
2022-10-26,3:30:00,691.26,1635.66,1547.69,1592.81,1375.67,2254.4,0.31,''
2022-10-26,3:15:00,738.3,1612.32,1535.37,1569.04,1380.22,2254.4,0.33,''
2022-10-26,3:00:00,812.58,1590.16,1511.25,1525.82,1415.86,2254.4,0.36,''
2022-10-26,2:45:00,756.26,1560.68,1493,1498.52,1415.27,2254.4,0.34,''
2022-10-26,2:30:00,678.68,1534.64,1465.93,1482.34,1424.88,2254.4,0.3,''
2022-10-26,2:15:00,621.15,1499.15,1434.62,1460.16,1435.17,2254.4,0.28,''
2022-10-26,2:00:00,581.43,1463.55,1408.62,1433.64,1458.26,2254.4,0.26,''
2022-10-26,1:45:00,615.28,1334.92,1401.14,1422.22,1442.3,2254.4,0.27,''
2022-10-26,1:30:00,620.15,1339.3,1416.21,1411.89,1460.99,2254.4,0.28,''
2022-10-26,1:15:00,557.09,1343.54,1420.1,1391.77,1426.13,2254.4,0.25,''
2022-10-26,1:00:00,573.81,1341.29,1444.5,1367.72,1423.72,2254.4,0.25,''
2022-10-26,0:45:00,604.54,1322.78,1443.09,1366.64,1417.1,2254.4,0.27,''
2022-10-26,0:30:00,620.06,1298.81,1411.49,1360.67,1438.6,2254.4,0.28,''
2022-10-26,0:15:00,702.66,1277.97,1397.02,1360.06,1451.95,2254.4,0.31,''
2022-10-26,0:00:00,732.49,1253.1,1398.35,1361.46,1472.99,2254.4,0.32,''
2022-10-25,23:45:00,651.31,1228.99,1407.63,1399.24,1379.08,2254.4,0.29,''
2022-10-25,23:30:00,584.31,1201.75,1376.34,1359.04,1388.34,2254.4,0.26,''
2022-10-25,23:15:00,546.15,1171.86,1339.56,1325.14,1407.48,2254.4,0.24,''
2022-10-25,23:00:00,541.15,1144.79,1296.56,1292.49,1387.54,2254.4,0.24,''
2022-10-25,22:45:00,480.38,1112.39,1248.81,1255.72,1390.14,2254.4,0.21,''
2022-10-25,22:30:00,448.64,1083.13,1208.81,1216.51,1410.23,2254.4,0.2,''
2022-10-25,22:15:00,439.71,1052.56,1167.96,1172.74,1431.84,2254.4,0.2,''
2022-10-25,22:00:00,461.35,1024.13,1129.78,1134.82,1432.11,2254.4,0.2,''
2022-10-25,21:45:00,455.26,978.82,1085.54,1091.86,1453.71,2254.4,0.2,''
2022-10-25,21:30:00,417.25,935.85,1039.66,1048.36,1457.37,2254.4,0.19,''
2022-10-25,21:15:00,415.64,895.4,997.85,1008.71,1460.41,2254.4,0.18,''
2022-10-25,21:00:00,453.54,855.24,954.98,963.04,1470.31,2254.4,0.2,''
2022-10-25,20:45:00,484.96,796.01,910.59,911.57,1478.38,2254.4,0.22,''
2022-10-25,20:30:00,505.3,738.19,870.38,862.05,1492.74,2254.4,0.22,''
2022-10-25,20:15:00,461.02,681.18,830.5,812.41,1508.25,2254.4,0.2,''
2022-10-25,20:00:00,425.85,629.84,792.66,762.79,1535.45,2254.4,0.19,''
2022-10-25,19:45:00,444.95,629.9,744.61,710.6,1540.87,2254.4,0.2,''
2022-10-25,19:30:00,447.77,556.96,690.34,670.65,1539.29,2254.4,0.2,''
2022-10-25,19:15:00,471.1,492.03,634.81,632.45,1551.3,2254.4,0.21,''
2022-10-25,19:00:00,474.33,438.7,584.63,586.82,1542.3,2254.4,0.21,''
2022-10-25,18:45:00,447.91,410.22,546.04,541.78,1553.71,2254.4,0.2,''
2022-10-25,18:30:00,410.3,390.48,509.7,500.35,1589.89,2254.4,0.18,''
2022-10-25,18:15:00,345.9,375.48,476.76,464.92,1621.47,2254.4,0.15,''
2022-10-25,18:00:00,333.86,363.21,448.92,436.4,1645.44,2254.4,0.15,''
2022-10-25,17:45:00,293.47,338.98,463.36,449.38,1676.45,2254.4,0.13,''
2022-10-25,17:30:00,262.4,317.78,480.4,462.48,1675.34,2254.4,0.12,''
2022-10-25,17:15:00,373.21,300.15,500.26,477.15,1678.13,2254.4,0.17,''
2022-10-25,17:00:00,401.23,285.4,522.86,494.94,1729.25,2254.4,0.18,''
2022-10-25,16:45:00,347.15,351.29,580.09,545.52,1764.09,2254.4,0.15,''
2022-10-25,16:30:00,372.29,428.43,643.75,604.57,1759.44,2254.4,0.17,''
2022-10-25,16:15:00,457.25,517.31,714.58,672.16,1765.89,2254.4,0.2,''
2022-10-25,16:00:00,509.59,615.87,789.04,742.88,1763.29,2254.4,0.23,''
2022-10-25,15:45:00,497.66,666.2,864.36,814.99,1771.47,2254.4,0.22,''
2022-10-25,15:30:00,562.89,719.57,939.3,894.43,1788.77,2254.4,0.25,''
2022-10-25,15:15:00,798.78,775.19,1013.84,975.77,1810.2,2254.4,0.35,''
2022-10-25,15:00:00,948.52,832.69,1093.12,1057.03,1826.32,2254.4,0.42,''
2022-10-25,14:45:00,1010.57,916.27,1160.34,1129.87,1867.59,2254.4,0.45,''
2022-10-25,14:30:00,928.78,1002.85,1229.24,1207.15,1882.76,2254.4,0.41,''
2022-10-25,14:15:00,918.43,1089.95,1289.79,1282.92,1892.38,2254.4,0.41,''
2022-10-25,14:00:00,938.27,1174,1346.64,1350.24,1901.87,2254.4,0.42,''
2022-10-25,13:45:00,986.2,1214.93,1391.1,1392.39,1910.23,2254.4,0.44,''
2022-10-25,13:30:00,1105.01,1248.96,1436.7,1434.9,1906.38,2254.4,0.49,''
2022-10-25,13:15:00,907.26,1264.77,1476.6,1465.22,1976.56,2254.4,0.4,''
2022-10-25,13:00:00,830.31,1282.89,1527.51,1518.27,1989.12,2254.4,0.37,''
2022-10-25,12:45:00,832.53,1267.83,1530.48,1527.87,2002.69,2254.4,0.37,''
2022-10-25,12:30:00,1046.37,1269.61,1544.57,1537,2009.07,2254.4,0.46,''
2022-10-25,12:15:00,968.08,1257.87,1565.76,1547.35,2032.16,2254.4,0.43,''
2022-10-25,12:00:00,996.69,1246.49,1584.04,1545.11,2035.92,2254.4,0.44,''
2022-10-25,11:45:00,1041.4,1235.41,1583.32,1548.78,2063.07,2254.4,0.46,''
2022-10-25,11:30:00,1111.64,1235.69,1588.41,1537.26,2050.86,2254.4,0.49,''
2022-10-25,11:15:00,1009.56,1235.03,1605.77,1529.16,2055.15,2254.4,0.45,''
2022-10-25,11:00:00,966.93,1222.68,1543.54,1547.12,2074.03,2254.4,0.43,''
2022-10-25,10:45:00,793.09,1268.02,1543.86,1552.68,2055.33,2254.4,0.35,''
2022-10-25,10:30:00,679.58,1274.55,1572.55,1578.21,2038.47,2254.4,0.3,''
2022-10-25,10:15:00,728.26,1287.52,1573.34,1582.98,2059.17,2254.4,0.32,''
2022-10-25,10:00:00,777.72,1303.88,1598.86,1580.71,2070.65,2254.4,0.34,''
2022-10-25,9:45:00,678.14,1337,1674.86,1597.06,2082.9,2254.4,0.3,''
2022-10-25,9:30:00,630.44,1361.58,1702.17,1625.49,2077.94,2254.4,0.28,''
2022-10-25,9:15:00,594.55,1393.2,1684.07,1654.67,2083.73,2254.4,0.26,''
2022-10-25,9:00:00,549.57,1431.87,1678.82,1685.98,2101.32,2254.4,0.24,''
2022-10-25,8:45:00,593.84,1419.63,1671.29,1694.61,2097.98,2254.4,0.26,''
2022-10-25,8:30:00,654.75,1419.77,1683.33,1707.11,2096.36,2254.4,0.29,''
2022-10-25,8:15:00,706.97,1418.93,1691.09,1713.61,2085.22,2254.4,0.31,''
2022-10-25,8:00:00,769.07,1424.31,1712.09,1727.88,2095,2254.4,0.34,''
2022-10-25,7:45:00,823.52,1441.93,1733.6,1740.24,2104.51,2254.4,0.37,''
2022-10-25,7:30:00,826.87,1436.77,1748.74,1753.46,2103.83,2254.4,0.37,''
2022-10-25,7:15:00,811.98,1426.57,1758.51,1764.04,2092.63,2254.4,0.36,''
2022-10-25,7:00:00,864.18,1415.86,1765.52,1776.24,2097.84,2254.4,0.38,''
2022-10-25,6:45:00,999.76,1448.29,1788.61,1792.28,2092.24,2254.4,0.44,''
