Datetime,time,Measured & Upscaled,Most recent forecast,Day Ahead 11AM forecast,Day-ahead 6PM forecast,Week-ahead forecast,Monitored capacity,Load factor,Decremental bid Indicator
2022-12-30,23:00:00,2184.77,2163.31,2126.54,2100.74,2166.88,2254.4,0.97,''
2022-12-30,22:45:00,2185.06,2165.4,2133.67,2125.31,2166.88,2254.4,0.97,''
2022-12-30,22:30:00,2186.84,2164.23,2144.46,2131.28,2166.88,2254.4,0.97,''
2022-12-30,22:15:00,2186.34,2164.65,2144.52,2141.39,2166.88,2254.4,0.97,''
2022-12-30,22:00:00,2190.72,2165.65,2152.15,2149.27,2166.88,2254.4,0.97,''
2022-12-30,21:45:00,2179.39,2165.02,2160.54,2158.16,2166.88,2254.4,0.97,''
2022-12-30,21:30:00,2177.68,2165.25,2161.68,2160.4,2166.88,2254.4,0.97,''
2022-12-30,21:15:00,2198.65,2165.98,2162.76,2161.61,2166.88,2254.4,0.98,''
2022-12-30,21:00:00,2196.8,2165.55,2162.44,2161.47,2166.88,2254.4,0.97,''
2022-12-30,20:45:00,2193.64,2165.58,2164.9,2164.33,2166.88,2254.4,0.97,''
2022-12-30,20:30:00,2190.73,2165.57,2164.43,2164.91,2166.88,2254.4,0.97,''
2022-12-30,20:15:00,2200.2,2165.2,2166.11,2165.87,2166.88,2254.4,0.98,''
2022-12-30,20:00:00,2173.35,2166.53,2164.42,2164.06,2166.88,2254.4,0.96,''
2022-12-30,19:45:00,2109.34,2165.38,2165.93,2164.55,2166.88,2254.4,0.94,"-118,100"
2022-12-30,19:30:00,2200.87,2165.74,2165.87,2166,2166.88,2254.4,0.98,''
2022-12-30,19:15:00,2198.1,2166.32,2166.77,2164.5,2166.88,2254.4,0.98,''
2022-12-30,19:00:00,2198.99,2165.47,2165.92,2166.1,2166.88,2254.4,0.98,''
2022-12-30,18:45:00,2200.94,2163.33,2159.17,2165.16,2166.88,2254.4,0.98,''
2022-12-30,18:30:00,2205.9,2158.05,2162.97,2164.17,2166.88,2254.4,0.98,''
2022-12-30,18:15:00,2201.38,2157.04,2157.68,2165.82,2166.88,2254.4,0.98,''
2022-12-30,18:00:00,2192.86,2160.07,2161.78,2165.79,2166.88,2254.4,0.97,''
2022-12-30,17:45:00,2208.35,2148.94,2162.68,2158.24,2166.88,2254.4,0.98,''
2022-12-30,17:30:00,2198.8,2161.5,2160.98,2162.35,2166.88,2254.4,0.98,''
2022-12-30,17:15:00,2192.41,2159.54,2163.87,2156.14,2166.88,2254.4,0.97,''
2022-12-30,17:00:00,2207.66,2157.81,2154.48,2160.51,2166.88,2254.4,0.98,''
2022-12-30,16:45:00,2199.01,2165.12,2162.22,2163.64,2166.88,2254.4,0.98,''
2022-12-30,16:30:00,2199.93,2162.26,2164.52,2157.9,2166.88,2254.4,0.98,''
2022-12-30,16:15:00,2208.53,2160.93,2158.12,2166.88,2166.88,2254.4,0.98,''
2022-12-30,16:00:00,2200.17,2157.9,2159.68,2166.88,2166.88,2254.4,0.98,''
2022-12-30,15:45:00,2191.35,2160.25,2151.35,2164.23,2166.88,2254.4,0.97,''
2022-12-30,15:30:00,2207.85,2159.3,2162.54,2159.13,2166.88,2254.4,0.98,''
2022-12-30,15:15:00,2196.81,2157.15,2163.42,2164.52,2166.88,2254.4,0.97,''
2022-12-30,15:00:00,2202.25,2166.56,2166.88,2165.77,2166.88,2254.4,0.98,''
2022-12-30,14:45:00,2200.24,2166.88,2164.53,2165.85,2166.88,2254.4,0.98,''
2022-12-30,14:30:00,2198.96,2166.46,2166.88,2165.82,2166.88,2254.4,0.98,''
2022-12-30,14:15:00,2196.85,2165.19,2166.19,2156.18,2166.88,2254.4,0.97,''
2022-12-30,14:00:00,2188.41,2163.38,2165.4,2149.65,2166.88,2254.4,0.97,''
2022-12-30,13:45:00,2193.26,2161.8,2164.52,2166.88,2166.88,2254.4,0.97,''
2022-12-30,13:30:00,2189.02,2166.88,2165.42,2165.5,2166.88,2254.4,0.97,''
2022-12-30,13:15:00,2194.88,2164.19,2164.51,2166.88,2166.88,2254.4,0.97,''
2022-12-30,13:00:00,2190.68,2162.86,2166.84,2163.79,2166.88,2254.4,0.97,''
2022-12-30,12:45:00,2191.25,2166.82,2166.55,2166.88,2166.88,2254.4,0.97,''
2022-12-30,12:30:00,2188.73,2166.64,2166.67,2165.92,2166.88,2254.4,0.97,''
2022-12-30,12:15:00,2190.69,2166.6,2166.69,2166.88,2166.88,2254.4,0.97,''
